Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2528200E3920200,1,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595493,76.5,12.8,6.4,10.9,1.3,1859076.2,2345.6,29.5,0.6,7,0,5.8,17.3,0,5.8,8.3,1.3,9.3,7.7,4.5,29.4,9.6,4.5,0.6,1.3,0,3.2,30.1,69387
CRS3035RES200mN2528200E3920400,1,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595493,1,0.2,0.1,0.1,0,24301.6,30.7,0.4,0,0.1,0,0.1,0.2,0,0.1,0.1,0,0.1,0.1,0.1,0.4,0.1,0.1,0,0,0,0,0.4,69387
CRS3035RES200mN2528200E3921800,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528200E3921800,595530,911,195,18,158,36,27093676.1,31495,442,4,107,0,14,325,0,12,48,27,48,47,97,282,179,87,74,19,3,43,446,"69388,69383"
CRS3035RES200mN2528200E3922000,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595613,291.5,103,3,65,17,7449457,10605.7,169,6,84,81,9,1,0,0,14,5,13,17.5,31,100,43,22,36,10,0,27,175,"69383,69388"
CRS3035RES200mN2528200E3922200,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595611,340,70,4,54,14,8120538.7,10252,156,4,35,11,75,39,0,5,27,11.5,25.5,24.5,27.5,106,73,24,12,8,1,30,160,"69383,69388"
CRS3035RES200mN2528200E3922800,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595614,341.5,90,7,87,14,9225126.2,11499,149,26,18,153,0,4,0,0,26,6,16,20,28.5,105,70,26,31,13,0,19,175,69383
CRS3035RES200mN2528200E3923000,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595593,153.5,14,7,27,12,4705879,6072,33,26,47,1,7,4,0,27,3,4,5,22,12.5,18,26,31,21,11,0,7,59,69383
CRS3035RES200mN2528200E3923200,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595601,391.5,73,20,34,29,8058893.7,11371.7,147,25,155,11,0,5,1,120,28.5,7.5,30.5,43,28,61,89,40,47,17,0,53,172,69383
CRS3035RES200mN2528200E3923400,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595587,117.5,4,10,34,2,4437188.6,5058,3,34,24,7,2,4,0,0,5,2,12.5,11,15,10,25,9,25,3,0,1,37,"69383,69029"
CRS3035RES200mN2528400E3917000,1,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595370,24,2.2,1.5,8,0,1111922.6,1459.6,6.5,2.2,2.2,0,0,6.5,0,0,0.7,0,1.5,0.7,2.2,5.1,2.9,2.9,7.3,0.7,0,0.7,8.7,"69142,69382"
CRS3035RES200mN2528400E3917400,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595379,1069,135,32,92,48,29878944.2,32503,443,0,0,0,0,443,0,147,92,37.5,72.5,77.5,71.5,355,216,78,61,8,0,47,443,69382
CRS3035RES200mN2528400E3917600,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595374,277,76,2,66,17,7698469.5,10197,151,0,34,62,0,55,0,0,20,4.5,7,14,23.5,76,47,30,38,16,1,11,151,69382
CRS3035RES200mN2528400E3917800,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595381,904,335,11,94,57,19225712.1,31075.6,549,1,361,54,34,101,0,249,32,17.5,34,39.5,77,245,184,89,128,57,1,101,550,69382
CRS3035RES200mN2528400E3918000,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528400E3918000,595423,662,166,18,84,41,14080661.9,22483,341,2,112,50,93,88,0,87,24.5,10,23,53.5,61,162,112,72,104,40,0,59,343,69382
CRS3035RES200mN2528400E3918600,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528400E3918600,595418,265,89,0,68,7,7669037.6,9625,155,0,0,0,0,155,0,0,17,6,3.5,7.5,22,94,50,27,32,5,1,10,155,69387
CRS3035RES200mN2528400E3918800,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528400E3918800,595426,1111,259,20,112,59,27200031.7,32778,568,0,16,0,0,552,0,119,98,36,54,55,83,508,161,59,51,6,0,83,568,69387
CRS3035RES200mN2528400E3919000,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595457,789,170,23,53,35,17064248.9,21966,378,0,40,0,0,338,0,186,56.5,38.5,44.5,55.5,68,306,124,55,33,7,1,58,378,69387
CRS3035RES200mN2528400E3919200,1,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595449,6,1.3,0.2,1.1,0,151288.9,153.2,1.7,1,2.6,0,0,0.1,0,0,0.6,0.3,0.1,0.1,0.9,2,0.7,0.4,0.7,0.1,0.1,0.6,2.7,69387
CRS3035RES200mN2528400E3919600,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595458,745,194,19,117,27,17811536.9,23643,378,4,140,0,39,203,0,57,45,18.5,41.5,52,66,260,143,58,44,17,0,59,382,69387
CRS3035RES200mN2528400E3919800,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595467,1287,243,31,129,46,30017225.8,39363,602,1,24,82,0,497,0,154,96,44,71.5,67,113.5,523,196,73,66,26,11,82,603,69387
CRS3035RES200mN2528400E3920000,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595512,1411.5,316,52,129,86,30225269.2,40472,674,0,111,0,158,405,0,216,113,58,100,101.5,92,413,222,102,95,113,2,107,674,69387
CRS3035RES200mN2528400E3920400,1,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595493,42,7,3.5,6,0.7,1020669.3,1287.8,16.2,0.3,3.9,0,3.1,9.5,0,3.2,4.6,0.7,5.1,4.2,2.4,16.2,5.3,2.5,0.3,0.7,0,1.8,16.5,69387
CRS3035RES200mN2528400E3920600,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595495,489,71,21,3,53,8227924.7,13889,205,0,0,101,22,82,0,172,26,16,37.5,63.5,41,78,99,52,57,18,1,46,205,"69387,69388"
CRS3035RES200mN2528400E3921400,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528400E3921400,595515,259.5,71,3,56,17,7806123,10145,141,4,82,0,40,23,0,0,4,4,7.5,17,26,58,57,30,38,18,0,15,145,"69388,69383"
CRS3035RES200mN2528400E3921600,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528400E3921600,595514,262.5,72,2,64,9,7933179,10406,140,4,49,13,82,0,0,0,13,3,10,10,22.5,68,41,29,44,22,0,18,144,"69388,69383"
CRS3035RES200mN2528400E3921800,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528400E3921800,595532,897.5,218,17,252,36,27585185.3,35628,457,11,55,203,49,161,0,0,29,12.5,35,58,71,235,182,90,109,75,1,32,468,"69383,69388"
CRS3035RES200mN2528400E3922000,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595605,148.5,44,2,43,6,3571663.5,5614,84,0,3,71,10,0,0,11,5,4,5.5,7,6,42,20,25,21,13,0,15,84,69383
CRS3035RES200mN2528400E3922200,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595623,714,239,13,167,21,19304785.3,26352,380,32,84,41,145,142,0,10,22,9.5,28.5,43.5,89.5,209,131,80,79,22,0,62,412,69383
CRS3035RES200mN2528400E3922400,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595615,363,102,9,43,24,9034383.1,12527.3,159,31,120,7,23,40,0,29,9,7,15.5,40.5,61,85,75,36,22,12,0,35,190,69383
CRS3035RES200mN2528400E3922600,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595616,399,98,14,79,24,10288974.7,13499,168,33,106,35,12,48,0,42,14,4.5,23,30.5,61,89,88,34,41,13,1,38,201,69383
CRS3035RES200mN2528400E3922800,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595609,326,55,4,84,19,9581004.8,12647,123,32,76,39,0,40,0,5,15,3,17,24,40,67,71,30,45,14,0,14,155,69383
CRS3035RES200mN2528400E3923000,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595597,207,39,5,59,10,6738790.8,9108,57,43,54,32,2,12,0,1,8,2,7,14,29,43,34,31,31,8,0,10,100,69383
CRS3035RES200mN2528400E3923200,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595595,196,25,8,54,7,7302517.4,8208,33,51,62,14,3,5,0,0,7,1,13,13,16,36,32,25,42,11,0,6,84,69383
CRS3035RES200mN2528400E3923400,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595591,94,17,1,31,0,3263910.3,3707,27,17,19,21,0,4,0,0,2,3,3,6,7,20,17,11,18,7,0,3,44,69383
CRS3035RES200mN2528400E3923600,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595596,139,67,2,5,7,3188436.9,4536,88,3,2,0,66,23,0,4,7,1,6,4,12,38,31,26,14,0,0,8,91,"69029,69383"
CRS3035RES200mN2528600E3917400,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595376,454.5,74,16,63,14,13123412.6,13396,199,0,0,0,0,199,0,27,33.5,19,36.5,29,28.5,174,100,26,7,0,1,12,199,69382
CRS3035RES200mN2528600E3917600,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595377,479,75,17,79,38,10407672,12887,203,0,0,0,0,203,0,82,35,17,44.5,52.5,31,152,89,35,17,2,4,27,203,69382
CRS3035RES200mN2528600E3917800,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595378,513.5,150,13,53,31,12765841.2,17753.7,276,3,144,40,20,74,1,18,28.5,16,34.5,33,41.5,144,103,43,52,17,1,37,279,69382
CRS3035RES200mN2528600E3918000,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528600E3918000,595425,1029,218,20,241,53,27112064.1,36349.6,506,1,79,69,111,248,0,57,56,17.5,46.5,72,77,237,186,121,147,69,0,59,507,69382
CRS3035RES200mN2528600E3918200,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528600E3918200,595417,209.5,118,2,32,10,4421679.6,7033,150,0,70,18,41,21,0,61,7,2,7,11.5,16,58,30,27,32,19,0,31,150,"69382,69387"
CRS3035RES200mN2528600E3918600,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528600E3918600,595422,480.5,154,10,58,20,11175639.8,16275,270,0,69,61,4,136,0,87,12,16,22.5,33.5,56.5,172,91,42,25,10,0,51,270,69387
CRS3035RES200mN2528600E3918800,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528600E3918800,595410,50,16,2,12,2,1153768.8,1869,28,0,27,1,0,0,0,0,2,0,1,2,7,15,13,4,2,4,0,4,28,69387
CRS3035RES200mN2528600E3919000,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595454,203.5,61,3,32,2,4828841.7,6706,115,0,58,49,0,8,0,0,6,4,8.5,9,24,85,30,14,17,6,0,22,115,69387
CRS3035RES200mN2528600E3919200,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595455,465,73,13,97,19,11608914.1,16267,195,0,23,172,0,0,0,26,23.5,9.5,37,40,48,94,91,43,44,34,1,22,195,69387
CRS3035RES200mN2528600E3919400,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595459,800,178,19,201,26,22285687.7,30369.7,394,6,118,230,19,33,0,57,52,19,35,45,54,238,132,70,86,69,0,37,400,69387
CRS3035RES200mN2528600E3919600,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595463,1069.5,195,22,164,49,28374288.2,34171.9,497,1,25,92,83,298,0,77,84.5,41,64.5,59,70.5,380,187,69,81,29,4,46,498,69387
CRS3035RES200mN2528600E3919800,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595460,861,234,20,177,41,20356655.2,27750.9,459,1,58,89,0,312,1,77,47.5,20.5,44,46,84,300,146,64,54,55,0,63,460,69387
CRS3035RES200mN2528600E3920000,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595501,579.5,108,11,170,23,14996071.8,20118,282,0,0,79,132,71,0,0,30,14,30.5,27.5,51.5,193,78,64,60,31,0,22,282,69387
CRS3035RES200mN2528600E3920400,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595499,634,88,24,74,39,15301221.9,18370,258,0,66,0,119,73,0,56,48.5,26,53.5,68,43,168,131,48,39,9,0,14,258,69387
CRS3035RES200mN2528600E3920600,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595496,413.5,126,5,54,21,10040930,12464,228,1,7,13,62,147,0,89,23,11.5,17.5,27.5,70,155,63,17,20,9,0,54,229,"69387,69388"
CRS3035RES200mN2528600E3921200,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528600E3921200,595517,370,73,8,101,6,12217601,14371,176,0,0,0,102,74,0,0,17,6.5,18.5,28,27,93,65,41,52,22,0,13,176,"69388,69383"
CRS3035RES200mN2528600E3921400,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528600E3921400,595521,450,119,7,133,22,12719303.9,17004,244,2,22,112,70,42,0,0,16,10.5,16.5,23,35,138,69,43,62,37,0,15,246,"69383,69388"
CRS3035RES200mN2528600E3921600,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528600E3921600,595518,342.5,88,3,114,10,10601877.3,14808.4,183,5,17,31,107,33,0,0,6,3,15.5,20,18,92,56,37,62,32,1,12,188,69383
CRS3035RES200mN2528600E3921800,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528600E3921800,595524,735.5,129,22,132,38,18455784.8,25910,329,1,1,146,109,74,0,138,23,18,58,71,47.5,140,142,74,102,59,1,53,330,69383
CRS3035RES200mN2528600E3922000,1,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595603,69,39.2,0.9,13.1,0,1452859.5,2332,49.4,0,43.8,0,0,5.6,0,0,1.9,1.9,1.9,0,11.2,35.4,7.4,4.6,2.8,1.9,0,8.4,49.4,69383
CRS3035RES200mN2528600E3922200,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595607,251,57,3,63,10,7128773.9,8398,101,23,84,2,1,37,0,19,13.5,5,19,10.5,20,73,62,19,18,11,0,11,124,69383
CRS3035RES200mN2528600E3922400,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595622,585.5,216,8,130,20,14741187.2,20325,339,13,177,43,27,105,0,13,22,8.5,27.5,30.5,69,201,100,50,57,20,0,50,352,69383
CRS3035RES200mN2528600E3922600,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595619,523,91,16,142,27,16161778.6,19744,203,37,59,6,98,77,0,4,19,11.5,30.5,31,67,96,111,53,67,37,0,20,240,69383
CRS3035RES200mN2528600E3922800,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595608,280.5,61,12,60,6,8956123.2,10022.7,94,36,55,42,0,32,1,0,16,3.5,16.5,22,38.5,48,58,29,32,17,0,12,130,69383
CRS3035RES200mN2528600E3923000,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595599,362,32,8,106,9,13257929,14237,81,61,39,29,38,36,0,0,13.5,5.5,22,34,31,53,71,44,57,31,0,5,142,69383
CRS3035RES200mN2528600E3923200,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595594,141.5,18,5,39,2,5108575.6,5406,30,29,24,29,6,0,0,0,5,4,10,6.5,10,22,22,30,26,6,0,3,59,69383
CRS3035RES200mN2528600E3923400,1,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595585,11,0.9,0.7,2.6,0.1,427720.6,478.8,0.8,3.1,1.4,1.3,0.1,1.1,0,0,0,0,1.2,1.1,1.4,1.4,1.7,2.8,1.4,0,0,0,3.9,69383
CRS3035RES200mN2528600E3923600,1,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595585,63,5.2,3.8,15,0.8,2449672.8,2742,4.5,18,8.2,7.5,0.8,6,0,0,0,0,6.7,6,8.2,8.2,9.8,15.8,8.3,0,0,0,22.5,"69383,69029"
CRS3035RES200mN2528800E3914600,0,CRS3035RES1000mN2528000E3914000,0,CRS3035RES1000mN2528000E3914000,595274,261,45,7,95,11,7415342.7,10672,105,16,4,63,51,3,0,0,11,8,8,23,14,41,49,21,50,36,0,6,121,"69202,69385"
CRS3035RES200mN2528800E3914800,0,CRS3035RES1000mN2528000E3914000,0,CRS3035RES1000mN2528000E3914000,595270,135.5,19,4,36,4,3932406.9,5361.8,21,36,24,15,4,12,2,1,6,4.5,8,10,11,25,16,27,21,5,2,3,57,"69385,69202"
CRS3035RES200mN2528800E3915000,0,CRS3035RES1000mN2528000E3915000,0,CRS3035RES1000mN2528000E3915000,595242,78,3,7,20,0,2621971.8,2925,0,25,7,4,7,7,0,2,2,1,5,8,13,4,14,10,19,2,0,2,25,"69202,69385"
CRS3035RES200mN2528800E3917200,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595371,56,9,0,18,0,1885371.7,2820,27,0,5,0,0,22,0,0,5,0,1,2,3,8,10,6,20,1,0,1,27,"69142,69382"
CRS3035RES200mN2528800E3917600,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595375,342,70,7,95,10,10202769.5,11677,164,0,0,0,0,164,0,20,31,15,23,10,12,149,49,24,22,7,0,15,164,69382
CRS3035RES200mN2528800E3917800,0,CRS3035RES1000mN2528000E3917000,0,CRS3035RES1000mN2528000E3917000,595380,944.5,208,28,140,51,22579622.9,30300,450,3,152,40,6,255,0,106,46.5,32.5,60,76.5,99,274,168,88,73,26,1,74,453,69382
CRS3035RES200mN2528800E3918000,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528800E3918000,595420,449.5,138,12,89,10,11357023.1,15653,248,0,146,6,47,49,0,0,23,7,22,14.5,53,144,73,40,41,25,7,39,248,69382
CRS3035RES200mN2528800E3918200,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528800E3918200,595419,323.5,98,9,17,18,7005003.8,9597,179,0,24,0,0,155,0,84,18,3,22,20.5,44,135,39,12,25,4,1,52,179,69382
CRS3035RES200mN2528800E3918400,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528800E3918400,595411,53.5,26,0,7,5,1069442,2108,37,0,37,0,0,0,0,0,1.5,1,0,4,16,13,10,3,4,1,0,8,37,"69382,69387"
CRS3035RES200mN2528800E3918600,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528800E3918600,595414,164.5,30,6,44,6,5089312,6638,73,0,27,33,0,13,0,0,5,1,8.5,17,27,19,36,12,28,11,0,9,73,"69387,69382"
CRS3035RES200mN2528800E3918800,0,CRS3035RES1000mN2528000E3918000,0,CRS3035RES200mN2528800E3918800,595424,708.5,227,12,147,28,18992044.3,27691.8,407,2,235,112,20,41,1,21,33,9,24.5,29.5,86.5,222,128,59,74,42,1,65,409,69387
CRS3035RES200mN2528800E3919000,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595462,814,297,17,119,34,18830112.1,27483,479,3,310,86,18,68,0,68,32,18,32.5,45,90.5,301,139,55,75,25,1,110,482,69387
CRS3035RES200mN2528800E3919200,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595466,1021,309,10,206,36,27261320.3,35598,573,1,285,166,4,119,0,29,61,20,30.5,39.5,89,405,158,85,88,44,1,87,574,69387
CRS3035RES200mN2528800E3919400,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595468,1016.5,402,8,218,31,25869474.5,39466.9,643,1,479,38,21,106,0,6,37.5,10.5,30.5,29.5,78.5,407,176,80,89,76,2,77,644,69387
CRS3035RES200mN2528800E3919600,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595465,967,359,22,161,38,21557529.6,31334.7,569,1,140,223,83,123,1,157,54,16,61,48,90.5,269,149,73,121,84,1.5,114,570,69387
CRS3035RES200mN2528800E3919800,0,CRS3035RES1000mN2528000E3919000,0,CRS3035RES1000mN2528000E3919000,595464,1065,263,17,304,40,29640029,39324.1,553,2,51,78,167,254,5,30,65,21,40,57.5,77.5,294,185,117,158,50,0,55,555,69387
CRS3035RES200mN2528800E3920000,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595508,956.5,250,13,193,25,26029809,32362,498,0,4,0,215,279,0,18,65,21,44,51.5,84,344,149,58,90,50,0,64,498,69387
CRS3035RES200mN2528800E3920200,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595500,469,140,9,63,23,11087425.3,15800,258,3,52,1,122,86,0,51,23.5,8,16,30.5,42,148,96,44,49,11,1,47,261,69387
CRS3035RES200mN2528800E3920400,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595511,1175.5,320,16,275,30,31916096.7,40753,637,1,78,13,286,261,0,25,54,26,44.5,52,120,366,203,107,166,37,0,93,638,69387
CRS3035RES200mN2528800E3920600,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595505,959.5,202,31,181,53,22926667.2,35100,465,1,39,70,293,64,0,125,55,28,59.5,73,72,240,159,93,127,50,3,68,466,"69387,69388"
CRS3035RES200mN2528800E3920800,0,CRS3035RES1000mN2528000E3920000,0,CRS3035RES1000mN2528000E3920000,595494,121.5,41,3,23,3,3233862.6,4603,65,2,20,6,38,3,0,0,5,3,6.5,6,14,37,22,15,9,4,0,6,67,"69388,69387,69383"
CRS3035RES200mN2528800E3921000,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528800E3921000,595516,276,105,5,48,7,7234407.1,9705,159,5,37,64,0,63,0,0,11,6,7,19,49,96,39,19,13,17,0,27,164,"69383,69388"
CRS3035RES200mN2528800E3921200,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528800E3921200,595533,1005.5,201,22,236,24,31964763,35267,468,11,48,0,9,422,0,0,38.5,14,53.5,76.5,101,263,223,108,93,35,0,43,479,"69383,69388"
CRS3035RES200mN2528800E3921400,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528800E3921400,595536,1101,224,15,306,31,36418501,41854,543,3,13,31,77,425,0,0,53,14,47.5,74.5,81,301,222,117,143,47,1,35,546,69383
CRS3035RES200mN2528800E3921600,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528800E3921600,595528,839,186,8,281,25,27411822.8,33714,430,6,4,101,250,81,0,0,41.5,16.5,32.5,30,47.5,193,125,94,193,66,0,20,436,69383
CRS3035RES200mN2528800E3921800,0,CRS3035RES1000mN2528000E3921000,0,CRS3035RES200mN2528800E3921800,595529,919.5,175,18,216,45,26610886.3,31913,439,6,54,75,169,147,0,55,43,17.5,55.5,59.5,77,274,158,103,102,30,0,39,445,69383
CRS3035RES200mN2528800E3922000,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595617,417,85,9,54,39,8248911.7,13010,198,4,4,111,0,87,0,81,25.5,10,30,30,33.5,102,92,34,42,18,0,50,202,69383
CRS3035RES200mN2528800E3922200,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595610,298,68,3,87,15,8615406.2,11558,141,15,31,33,0,92,0,0,20,6,13,16,23,82,61,32,31,14,0,20,156,69383
CRS3035RES200mN2528800E3922400,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595612,328.5,65,5,60,12,10455966.7,13400.7,127,34,72,71,10,8,0,7,16,11,8,25.5,23,78,57,35,44,31,0,8,161,69383
CRS3035RES200mN2528800E3922600,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595620,580,126,10,106,34,17066331,20861.3,264,30,105,39,16,133,1,20,30,9.5,26.5,49,46,175,110,53,52,28,1,28,294,69383
CRS3035RES200mN2528800E3922800,0,CRS3035RES1000mN2528000E3922000,0,CRS3035RES1000mN2528000E3922000,595621,565.5,152,14,131,26,16598182.5,20217,285,12,65,80,27,124,1,3,27.5,13,30,46,41,147,120,49,54,37,1,23,297,69383
CRS3035RES200mN2528800E3923000,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595602,386,93,10,102,12,12391790.8,15086,171,23,55,1,87,51,0,8,14,4,20,23.5,37.5,92,69,44,53,29,0,12,194,69383
CRS3035RES200mN2528800E3923200,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595600,344,71,11,51,22,8844043.1,12869,114,47,141,16,1,3,0,96,13,12,25,25,21,54,59,48,59,28,0,33,161,69383
CRS3035RES200mN2528800E3923400,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595598,301,50,11,41,10,8076349.3,10849,87,41,118,2,2,6,0,87,14,5,22.5,30.5,22,34,62,47,42,20,2,20,128,69383
CRS3035RES200mN2528800E3923600,0,CRS3035RES1000mN2528000E3923000,0,CRS3035RES1000mN2528000E3923000,595590,125,4,4,39,3,4929249.9,5535,6,37,26,3,4,10,0,0,5,3,10.5,9,12.5,16,23,21,24,1,0,2,43,"69383,69029"
CRS3035RES200mN2529000E3914400,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595281,44.5,2,1,14,0,1578974.2,1833,0,16,0,14,2,0,0,0,1,1,2.5,3,6,3,7,11,7,3,0,1,16,"69202,69385,69089"
CRS3035RES200mN2529000E3914600,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595289,113,12,3,41,3,4333807.1,4978,2,42,16,14,4,10,0,0,3,3,6,13,9,11,24,17,16,11,0,4,44,"69385,69202"
CRS3035RES200mN2529000E3914800,0,CRS3035RES1000mN2529000E3914000,0,CRS3035RES1000mN2529000E3914000,595292,143,11,10,44,4,4699821.7,5654,0,52,5,25,6,16,0,0,6,5,13.5,12.5,12,11,25,18,23,15,2,1,52,69385
