Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2532000E3917800,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598946,555,105,17,153,26,18987108,27400.7,263,2,0,163,102,0,0,52,18,10,22,52,39,62,97,64,92,96,3,19,265,69384
CRS3035RES200mN2532000E3918000,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532000E3918000,599081,1065,238,18,313,63,30939706.9,41886.9,532,12,188,225,8,123,0,6,44.5,24,59.5,75,76,213,219,125,139,89,1,51,544,69384
CRS3035RES200mN2532000E3918200,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532000E3918200,599077,1010,203,27,221,58,27206084.6,34812.7,467,9,142,151,42,141,0,60,40,23.5,59,83.5,90,209,230,118,102,55,0,48,476,69384
CRS3035RES200mN2532000E3918400,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532000E3918400,599082,1256.5,292,21,337,62,35400238.2,41842,626,5,436,54,28,113,0,16,56,24,70,99,93.5,292,282,131,151,58,0,64,631,69384
CRS3035RES200mN2532000E3918600,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532000E3918600,599076,902,212,19,154,72,22129550.3,27674.9,450,2,232,141,18,60,1,152,51,27.5,53.5,74,61,204,181,102,106,42,0,69,452,69384
CRS3035RES200mN2532000E3918800,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532000E3918800,599079,875.5,256,9,195,40,23560521.5,31643,487,5,390,0,43,59,0,35,44,16.5,39.5,36,48.5,291,169,85,101,44,1,69,492,69384
CRS3035RES200mN2532000E3919000,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532000E3919000,599056,1629,403,32,335,75,42640385.6,50654,829,3,765,18,1,48,0,37,102.5,32,108.5,112,96,531,366,127,109,44,1,122,832,"69384,69381"
CRS3035RES200mN2532000E3919200,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532000E3919200,599052,807,155,17,217,35,23368613.6,27241,377,9,252,116,0,18,0,0,50,25,46.5,59.5,36,198,206,64,61,61,0,30,386,69384
CRS3035RES200mN2532000E3919400,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532000E3919400,599042,285.5,64,6,86,13,8745862.8,12123,143,2,79,9,14,43,0,1,10,8,7.5,19,25,80,59,34,38,5,0,13,145,"69384,69386"
CRS3035RES200mN2532000E3919800,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532000E3919800,599045,474,58,14,151,20,19605502.4,26045.7,202,4,35,162,8,1,0,0,21,9,16,37,40,70,70,68,79,64,0,8,206,69386
CRS3035RES200mN2532000E3920000,1,CRS3035RES1000mN2532000E3920000,0,CRS3035RES1000mN2532000E3920000,599083,50,3.5,1.8,13.3,0.9,2084609.1,2775.2,19.5,0.9,4.4,16,0,0,0,0,0,1.8,1.3,3.5,6.2,0.9,10.6,8.8,8.9,8,0,1.8,20.4,69386
CRS3035RES200mN2532200E3915800,0,CRS3035RES1000mN2532000E3915000,0,CRS3035RES1000mN2532000E3915000,598864,112,11,7,6,5,2108436.9,2775,39,1,7,1,0,32,0,32,13,4,14,8,14,27,25,5,1,1,0,6,40,"69081,69389"
CRS3035RES200mN2532200E3916000,1,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598968,59.5,7.1,3.9,9.6,2.6,1543510.1,1853.8,16.1,5.8,13.5,7.7,0,0.7,0,0,0,0.6,5.8,7.4,8.4,11.6,13.5,5.8,5.1,1.3,0,2.6,21.9,"69389,69081"
CRS3035RES200mN2532200E3916200,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598970,100,13,5,9,11,1747070.4,2743,37,3,14,13,0,13,0,13,9,3,7.5,10.5,11,19,26,4,6,4,0,16,40,69389
CRS3035RES200mN2532200E3916400,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598982,829.5,163,27,114,43,17037758.3,22238.6,369,5,81,31,0,261,1,113,73,33,66,58.5,67,322,124,43,34,8,1,82,374,69389
CRS3035RES200mN2532200E3916600,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598978,544.5,127,11,78,32,12401946.3,17092,268,3,119,26,1,125,0,33,38.5,14,34,43,50,196,99,31,30,9,0,57,271,69389
CRS3035RES200mN2532200E3916800,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598979,506,164,20,62,15,11285199.5,15735,271,3,101,0,0,172,1,101,28,15,34.5,31.5,64,188,88,24,18,14,1,41,274,69389
CRS3035RES200mN2532200E3917200,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598944,509,106,13,127,25,13240979.5,18797,243,2,39,105,20,81,0,42,24,12,26,38,24,125,122,47,59,25,7,19,245,69384
CRS3035RES200mN2532200E3917400,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598942,285,82,4,49,13,7585410.5,12863.7,153,1,0,4,65,0,85,3,9,8,14.5,15.5,13,41,45,43,56,39,1,21,154,69384
CRS3035RES200mN2532200E3917600,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598940,279,54,6,34,23,8127572.1,10221,134,2,5,55,14,62,0,61,11,9,15.5,30.5,14,45,55,38,36,24,1,16,136,69384
CRS3035RES200mN2532200E3917800,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598945,468.5,129,7,109,28,13607086.6,22515,258,0,58,88,112,0,0,101,8.5,5,24,31,24,57,84,47,114,74,0,34,258,69384
CRS3035RES200mN2532200E3918000,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532200E3918000,599067,395.5,84,7,125,17,12515757.7,16670.9,191,5,59,51,47,39,0,0,16,11.5,13,32,22,51,87,50,74,38,1,13,196,69384
CRS3035RES200mN2532200E3918200,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532200E3918200,599068,632.5,109,18,160,32,18008865.3,21245,269,12,69,85,54,73,0,9,34,18.5,46.5,53,43.5,116,157,64,67,33,0,16,281,69384
CRS3035RES200mN2532200E3918400,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532200E3918400,599075,762.5,130,26,192,33,24043170.1,27795,338,9,141,0,74,132,0,33,49,14.5,47,62,51,157,162,80,94,44,2,25,347,69384
CRS3035RES200mN2532200E3918600,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532200E3918600,599078,1028,188,18,193,54,28184787.4,34967,475,1,151,29,28,268,0,80,61,21,52.5,93,75.5,233,242,108,98,43,1,46,476,69384
CRS3035RES200mN2532200E3918800,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532200E3918800,599080,1003.5,254,16,190,50,27382436.9,32092,504,15,421,0,5,93,0,29,41.5,13.5,48,87.5,77,285,211,105,102,32,1,58,519,69384
CRS3035RES200mN2532200E3919000,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532200E3919000,599055,1431,340,31,312,85,37691815.3,45056.5,716,6,597,0,11,102,12,37,67,32.5,77,137.5,92,408,358,116,105,37,1,96,722,69384
CRS3035RES200mN2532200E3919200,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532200E3919200,599053,947.5,204,12,263,55,25075321.1,31675.4,459,5,190,154,48,72,0,48,55,17.5,49.5,72,67.5,194,242,118,71,60,1,55,464,69384
CRS3035RES200mN2532200E3919400,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532200E3919400,599041,251.5,60,4,63,6,7073272.8,10698,124,4,116,12,0,0,0,0,9,6,8,13.5,26,72,49,28,24,16,0,19,128,69384
CRS3035RES200mN2532200E3921000,0,CRS3035RES1000mN2532000E3921000,0,CRS3035RES1000mN2532000E3921000,599099,433.5,98,21,0,40,6249886.1,10959,205,0,76,0,129,0,0,97,39,16,33.5,44.5,40.5,88,91,42,28,11,0,84,205,"69266,69386"
CRS3035RES200mN2532400E3915800,0,CRS3035RES1000mN2532000E3915000,0,CRS3035RES1000mN2532000E3915000,598865,163.5,8,5,41,9,5297450.2,5405,42,13,5,0,36,14,0,12,2,8,11.5,21,19,21,38,25,17,1,0,7,55,"69081,69389"
CRS3035RES200mN2532400E3916000,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598973,135.5,33,6,0,11,2174017.8,3646,64,2,0,55,0,11,0,55,13,4.5,12.5,5.5,8,31,22,17,12,9,1,18,66,"69389,69081"
CRS3035RES200mN2532400E3916200,1,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598968,15,1.8,1,2.4,0.6,389120.2,467.4,4,1.5,3.4,1.9,0,0.2,0,0,0,0.2,1.4,1.9,2.1,2.9,3.4,1.5,1.3,0.3,0,0.6,5.5,69389
CRS3035RES200mN2532400E3916400,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598969,64,20,1,14,2,1420283.1,2126,35,4,20,18,0,1,0,0,3,0,0,0,3,29,7,7,9,6,0,7,39,69389
CRS3035RES200mN2532400E3916600,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598983,642,252,5,92,24,14711850.9,21419,397,3,213,67,0,120,0,3,25,11.5,30,17.5,65,271,106,35,51,29,1,71,400,69389
CRS3035RES200mN2532400E3916800,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598985,1400.5,275,43,210,63,33401579.7,45390.5,646,2,189,24,73,361,1,206,96,40.5,96.5,96.5,105,456,272,101,95,41,1,89,648,69389
CRS3035RES200mN2532400E3917000,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598939,260.5,58,3,82,9,7621625.3,10628,131,0,35,15,20,60,1,1,15,5,14,13.5,15,79,55,18,34,12,0,8,131,"69389,69384"
CRS3035RES200mN2532400E3917200,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598943,419,73,4,110,22,12668706.9,16071,199,5,0,39,40,125,0,0,32,4.5,20.5,22.5,26.5,117,76,43,54,23,0,16,204,"69384,69389"
CRS3035RES200mN2532400E3917400,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598941,305.5,50,4,89,21,8281756.1,10420,118,27,24,121,0,0,0,1,17,7,14,30.5,15,63,58,25,48,28,0,10,145,69384
CRS3035RES200mN2532400E3917600,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598935,209,46,8,75,12,6893361.5,8473,81,23,18,51,1,34,0,0,8,4,10,16,13,35,39,36,29,19,0,9,104,69384
CRS3035RES200mN2532400E3917800,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598947,649,137,22,1,64,11151770.7,22869,317,1,25,107,186,0,0,314,16,13,42.5,63.5,42,75,134,90,127,45,1,64,318,69384
CRS3035RES200mN2532400E3918000,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532400E3918000,599063,255.5,59,5,96,10,8481209.7,11220,130,2,2,80,24,26,0,0,8.5,4,12.5,16.5,12,35,43,27,64,33,0,7,132,69384
CRS3035RES200mN2532400E3918200,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532400E3918200,599073,704,137,13,199,27,22738500.8,26313,328,3,7,107,22,195,0,0,28.5,14,49,41.5,60,149,154,86,79,42,1,17,331,69384
CRS3035RES200mN2532400E3918400,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532400E3918400,599071,621.5,155,14,179,28,18773442.2,25491.6,314,8,19,80,104,119,0,30,29,7.5,37.5,33.5,46,108,113,54,114,79,0,16,322,69384
CRS3035RES200mN2532400E3918600,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532400E3918600,599070,617.5,147,7,107,38,14333590.6,21057,306,7,92,96,38,87,0,127,29,14,27.5,51,33,131,141,73,68,46,4,31,313,69384
CRS3035RES200mN2532400E3918800,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532400E3918800,599074,639.5,181,9,124,37,16324520.5,19503,337,9,284,1,9,52,0,35,30,17.5,29,36,52,194,167,58,43,10,3,63,346,69384
CRS3035RES200mN2532400E3919000,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532400E3919000,599054,1033,240,16,240,65,27396227,33793.9,520,7,335,0,1,187,4,45,60.5,20.5,57,67,65,300,217,110,92,41,3,62,527,69384
CRS3035RES200mN2532400E3919200,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532400E3919200,599048,659,113,14,174,27,18897047.9,21214,294,3,192,29,32,44,0,0,41,13.5,35.5,54,48,158,130,86,69,24,0,26,297,69384
CRS3035RES200mN2532400E3919400,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532400E3919400,599047,464.5,145,7,117,20,13275647.6,18418,257,5,92,116,0,54,0,5,18,9.5,20.5,23.5,50,137,86,33,63,24,0,55,262,"69384,69034"
CRS3035RES200mN2532400E3919600,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532400E3919600,599039,215.5,37,2,61,13,6043505.7,7970,102,0,45,21,36,0,0,0,10,5,14.5,20,8,49,52,23,17,17,0,8,102,"69034,69384,69386"
CRS3035RES200mN2532400E3920400,1,CRS3035RES1000mN2532000E3920000,0,CRS3035RES1000mN2532000E3920000,599083,6.5,0.5,0.2,1.7,0.1,270999.2,360.8,2.5,0.1,0.6,2,0,0,0,0,0,0.2,0.2,0.5,0.8,0.1,1.4,1.1,1.2,1,0,0.2,2.6,69386
CRS3035RES200mN2532600E3915600,0,CRS3035RES1000mN2532000E3915000,0,CRS3035RES1000mN2532000E3915000,598862,81,9,4,24,1,2798038.2,3682,4,26,8,15,5,2,0,0,1,1,9,8,7,8,21,10,5,8,3,5,30,"69081,69389"
CRS3035RES200mN2532600E3915800,0,CRS3035RES1000mN2532000E3915000,0,CRS3035RES1000mN2532000E3915000,598873,853,106,60,63,47,12671811.9,17950,314,1,0,314,1,0,0,224,72.5,32,72.5,99,64,149,161,88,72,42,1,106,315,"69389,69081"
CRS3035RES200mN2532600E3916000,1,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598968,11,1.3,0.7,1.8,0.5,285354.8,342.7,3,1,2.5,1.4,0,0.1,0,0,0,0.1,1.1,1.4,1.5,2.1,2.5,1.1,1,0.2,0,0.5,4,69389
CRS3035RES200mN2532600E3916200,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598972,99,36,3,15,1,1954668.9,3053,55,1,49,0,0,6,1,2,2,4,4,5,7,26,22,11,16,2,0,10,56,69389
CRS3035RES200mN2532600E3916400,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598974,155,55,4,22,7,3005966.3,4731,86,3,67,0,9,13,0,20,12,2,6,15,11,57,28,13,9,2,0,19,89,69389
CRS3035RES200mN2532600E3916600,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598971,106,24,4,11,6,2130258.3,2923,52,1,43,10,0,0,0,19,4.5,0,3.5,6,9,36,17,6,19,5,0,14,53,69389
CRS3035RES200mN2532600E3916800,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598986,1352,358,31,161,50,30472751.1,41276,705,0,163,12,15,515,0,138,85,38,59.5,72.5,146,516,211,98,87,37,2,102,705,69389
CRS3035RES200mN2532600E3917000,1,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598928,23,3.4,0.9,4.3,0,716216.2,970.3,8.5,0.9,1.7,7.7,0,0,0,0,3.4,0.8,0.8,0.9,0,10.2,3.4,0.9,1.7,0,0.9,0,9.4,69389
CRS3035RES200mN2532600E3917200,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598930,34,10,1,12,4,1286459.4,2411,20,0,18,0,2,0,0,2,2,0,1,3,4,11,3,7,3,0,0,2,20,"69384,69389"
CRS3035RES200mN2532600E3917400,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598929,25,8,1,9,0,670441.1,1464,10,4,14,0,0,0,0,0,0,0,1,2,3,9,4,3,3,0,0,4,14,69384
CRS3035RES200mN2532600E3917600,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598937,235,52,4,83,12,6903323.9,9812,113,5,5,45,68,0,0,0,7,3,10,27,14,18,52,22,53,29,0,6,118,69384
CRS3035RES200mN2532600E3917800,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598933,225,31,13,0,17,4328294.1,7627,89,0,0,89,0,0,0,88,6,7,25,29,16,16,49,29,28,19,1,13,89,69384
CRS3035RES200mN2532600E3918000,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532600E3918000,599058,159.5,30,8,37,5,5013081.2,5540,65,7,3,39,0,30,0,0,7,4,8,24,9.5,24,36,19,21,7,0,4,72,69384
CRS3035RES200mN2532600E3918200,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532600E3918200,599065,345,63,8,94,19,10002855.6,12098,163,3,2,78,18,68,0,14,18.5,9,19.5,32,9,78,81,36,28,34,0,16,166,69384
CRS3035RES200mN2532600E3918400,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532600E3918400,599069,608,116,16,28,51,13077959.6,19331,283,0,17,224,0,42,0,247,31,19,45,53.5,38.5,108,142,63,83,24,1,41,283,69384
CRS3035RES200mN2532600E3918600,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532600E3918600,599064,281,99,11,42,17,6607868.9,10248,153,6,6,61,92,0,0,92,8,2,5,26,25,31,41,30,44,67,2,14,159,69384
CRS3035RES200mN2532600E3918800,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532600E3918800,599060,197,66,6,26,10,4880580.1,6586,109,2,99,0,0,12,0,12,8,2,7.5,17.5,18,57,46,17,16,8,0,13,111,"69384,69034"
CRS3035RES200mN2532600E3919000,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532600E3919000,599049,619,147,8,137,22,17945417.9,21580,309,9,47,22,47,202,0,4,33,15,23,40,37,168,125,73,67,36,2,28,318,"69384,69034"
CRS3035RES200mN2532600E3919200,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532600E3919200,599051,764,133,25,125,68,18943515.4,24060.9,317,21,139,0,19,179,1,125,38,18,62.5,82.5,69,172,199,68,44,10,1,62,338,"69384,69034"
CRS3035RES200mN2532600E3919400,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532600E3919400,599050,666.5,150,18,192,38,17452438.6,21262,307,22,251,42,6,30,0,6,25,11,35.5,63.5,62,184,172,55,38,20,0.5,37,329,"69034,69384"
CRS3035RES200mN2532600E3919800,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532600E3919800,599036,39,7,2,12,0,1479184.9,1839,16,0,16,0,0,0,0,0,5,3,3,3,0,16,7,1,1,0,0,0,16,"69034,69386"
CRS3035RES200mN2532600E3920200,0,CRS3035RES1000mN2532000E3920000,0,CRS3035RES1000mN2532000E3920000,599085,280.5,32,6,100,7,11440835.5,15034,125,0,0,0,0,125,0,0,5,4,11,21.5,21,31,52,57,64,14,0,2,125,69386
CRS3035RES200mN2532800E3915600,0,CRS3035RES1000mN2532000E3915000,0,CRS3035RES1000mN2532000E3915000,598867,149,33,6,10,8,3691733.7,5791,59,12,4,18,49,0,0,49,7,1,12,15,9,16,31,21,29,7,1,10,71,"69081,69389"
CRS3035RES200mN2532800E3915800,0,CRS3035RES1000mN2532000E3915000,0,CRS3035RES1000mN2532000E3915000,598872,464.5,75,27,0,26,6765748.7,11084,186,0,0,186,0,0,0,183,31,14,44.5,49,34,78,77,39,65,32,1,68,186,69389
CRS3035RES200mN2532800E3916000,0,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598977,605,96,20,82,50,10766135,18775,262,1,1,262,0,0,0,121,42,18.5,37,59.5,44,125,118,64,64,32,1,65,263,69389
CRS3035RES200mN2532800E3916200,1,CRS3035RES1000mN2532000E3916000,0,CRS3035RES1000mN2532000E3916000,598968,7,0.8,0.5,1.1,0.3,181589.4,218.1,1.9,0.7,1.6,0.9,0,0.1,0,0,0,0.1,0.7,0.9,1,1.3,1.6,0.7,0.6,0.1,0,0.3,2.6,69389
CRS3035RES200mN2532800E3917200,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598931,94,49,0,30,0,2535988.5,4818.5,68,0,9,0,58,0,1,0,3,0,2,0,8,30,18,8,20,5,0,5,68,"69389,69384"
CRS3035RES200mN2532800E3917400,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598938,282.5,49,11,75,10,8193676.1,11469,124,2,21,0,105,0,0,15,9,5,13,36.5,21,43,72,23,48,12,0,11,126,"69384,69389"
CRS3035RES200mN2532800E3917600,0,CRS3035RES1000mN2532000E3917000,0,CRS3035RES1000mN2532000E3917000,598932,167.5,40,4,38,15,3381174.7,5089,86,1,1,86,0,0,0,24,12,4,10,8.5,8,47,36,10,17,15,0,12,87,69384
CRS3035RES200mN2532800E3918000,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532800E3918000,599059,198.5,34,5,44,14,4824890.1,6767,80,6,2,51,0,33,0,28,18.5,7,19.5,19.5,8,35,44,13,16,18,0,8,86,69384
CRS3035RES200mN2532800E3918200,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532800E3918200,599072,774.5,121,25,178,26,22350662.5,27671.7,327,1,0,37,141,150,0,39,39,18,57.5,89,49,145,165,76,75,57,4,19,328,69384
CRS3035RES200mN2532800E3918400,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532800E3918400,599066,411.5,59,17,78,22,12538208,15400,133,42,22,63,0,90,0,81,18,13,31.5,38,34,66,80,57,51,23,0,26,175,"69384,69034"
CRS3035RES200mN2532800E3918600,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532800E3918600,599061,251,46,6,20,18,5694189.5,7832,98,19,16,54,1,46,0,71,15,10,15,19,20,70,43,21,32,3,3,11,117,"69034,69384"
CRS3035RES200mN2532800E3918800,0,CRS3035RES1000mN2532000E3918000,0,CRS3035RES200mN2532800E3918800,599062,261,54,4,74,12,7445915.3,8597,124,1,33,2,10,80,0,0,14,5,18.5,14.5,22,58,65,18,30,15,1,10,125,"69034,69384"
CRS3035RES200mN2532800E3919200,0,CRS3035RES1000mN2532000E3919000,0,CRS3035RES200mN2532800E3919200,599038,176.5,31,0,67,7,5170781.6,6399,83,0,0,0,69,14,0,0,7.5,2,9.5,11.5,13,40,30,26,36,1,0,9,83,"69034,69384"
CRS3035RES200mN2532800E3920200,0,CRS3035RES1000mN2532000E3920000,0,CRS3035RES1000mN2532000E3920000,599084,271,41,4,39,11,8976732.3,10032,120,0,0,0,0,120,0,0,18,10,15,23,17,73,66,23,21,5,0,9,120,"69386,69034"
CRS3035RES200mN2533000E3915600,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598901,198.5,24,12,5,15,3535236.3,4682,70,5,2,71,1,1,0,0,11,12,20.5,30,12,35,42,16,11,9,0,10,75,"69081,69389"
CRS3035RES200mN2533000E3915800,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598906,256,60,7,1,20,3676225.9,6288,126,0,0,126,0,0,0,125,19,2,20,12,20,45,39,36,47,16,0,42,126,"69389,69081"
CRS3035RES200mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598958,322,76,8,136,13,7186820.8,12651,165,0,0,165,0,0,0,0,14,6,20.5,15,18.5,66,42,38,56,46,0,17,165,69389
CRS3035RES200mN2533000E3916200,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598955,217,23,15,0,20,3627375.3,5937,78,0,0,0,57,21,0,78,17.5,8,15.5,28,22,40,52,22,9,3,0,14,78,69389
CRS3035RES200mN2533000E3916400,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598951,136,16,11,5,5,2316810.4,3261,36,5,5,0,36,0,0,35,15,6,23,13,6,36,24,7,5,1,0,11,41,69389
CRS3035RES200mN2533000E3916600,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598950,38,8,0,9,2,927671.8,1218,14,5,0,14,5,0,0,0,6,0,1,0,4,17,4,2,2,2,0,2,19,69389
CRS3035RES200mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598924,378.5,66,12,50,20,8635418,10745,169,0,0,0,48,121,0,54,34,10.5,27,30,25,144,61,22,19,6,0,18,169,69389
CRS3035RES200mN2533000E3917200,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598927,1033.5,172,38,82,59,21205989.1,29921,445,0,0,0,55,382,8,200,92,30.5,64,84,111,353,165,67,54,12,1,79,445,69389
CRS3035RES200mN2533000E3917400,1,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598913,14,2.7,0.5,3.5,0.8,402325.2,538.6,5.2,1.4,4.6,0.6,0,1.4,0,1.1,0.3,0.3,1.3,1.3,0.9,4.1,2.2,2.5,0.6,0.5,0,0.9,6.6,"69389,69384"
CRS3035RES200mN2533000E3917600,1,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598913,19,3.6,0.6,4.7,1.1,546012.7,731,7.1,1.9,6.2,0.9,0,1.9,0,1.5,0.4,0.4,1.7,1.7,1.3,5.6,3,3.4,0.9,0.6,0,1.3,9,69384
CRS3035RES200mN2533000E3917800,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598920,239.5,27,5,46,16,8984787.4,9340,93,0,0,0,0,93,0,0,12,8,14,29.5,21,38,59,33,22,3,0,5,93,69384
CRS3035RES200mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,598997,384,10,29,19,23,8535254.8,9917,55,52,4,0,52,51,0,82,20.5,18.5,53.5,69,34.5,51,105,26,4,2,0,14,107,69384
CRS3035RES200mN2533000E3918200,0,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,598998,179,69,1,50,6,5371175.6,7191,94,15,19,45,0,45,0,43,5,2,6,7,15,17,27,17,33,50,0,11,109,"69384,69034"
CRS3035RES200mN2533000E3918400,0,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,599001,293,45,10,109,5,10574879.8,13012,93,37,22,9,90,9,0,0,11,9,15,26,15,32,50,35,75,25,0,5,130,"69034,69384"
